metric, avg 
Recall@1_all, 0.8019487549621075 
Recall@1_animals, 0.918918918918919 
Recall@1_bodyparts, 0.6867704280155642 
Recall@1_clothing, 0.8502222222222222 
Recall@1_instruments, 0.8040540540540541 
Recall@1_other, 0.6857231149567367 
Recall@1_people, 0.852037967615857 
Recall@1_scene, 0.7849740932642487 
Recall@1_vehicles, 0.8691099476439791 
Recall@5_all, 0.9372067845543125 
Recall@5_animals, 0.9646569646569647 
Recall@5_bodyparts, 0.857976653696498 
Recall@5_clothing, 0.9577777777777777 
Recall@5_instruments, 0.9864864864864865 
Recall@5_other, 0.8825710754017305 
Recall@5_people, 0.9709659408151871 
Recall@5_scene, 0.9119170984455959 
Recall@5_vehicles, 0.9476439790575916 
Recall@10_all, 0.9556838686394803 
Recall@10_animals, 0.9688149688149689 
Recall@10_bodyparts, 0.8929961089494164 
Recall@10_clothing, 0.9693333333333334 
Recall@10_instruments, 0.9932432432432432 
Recall@10_other, 0.9159456118665018 
Recall@10_people, 0.9849246231155779 
Recall@10_scene, 0.9287564766839378 
Recall@10_vehicles, 0.9633507853403142 
Upper_bound_all, 0.9673042223024179 
Upper_bound_animals, 0.9771309771309772 
Upper_bound_bodyparts, 0.9280155642023347 
Upper_bound_clothing, 0.9746666666666667 
Upper_bound_instruments, 0.9932432432432432 
Upper_bound_other, 0.938504326328801 
Upper_bound_people, 0.9916247906197655 
Upper_bound_scene, 0.939119170984456 
Upper_bound_vehicles, 0.9712041884816754 
