metric, avg 
Recall@1_all, 0.7922771562612775 
Recall@1_animals, 0.9022869022869023 
Recall@1_bodyparts, 0.6653696498054474 
Recall@1_clothing, 0.844 
Recall@1_instruments, 0.8445945945945946 
Recall@1_other, 0.6665636588380717 
Recall@1_people, 0.8496184626837893 
Recall@1_scene, 0.7661917098445595 
Recall@1_vehicles, 0.8717277486910995 
Recall@5_all, 0.9281847708408517 
Recall@5_animals, 0.9625779625779626 
Recall@5_bodyparts, 0.8560311284046692 
Recall@5_clothing, 0.9511111111111111 
Recall@5_instruments, 0.9594594594594594 
Recall@5_other, 0.861557478368356 
Recall@5_people, 0.9691047831751349 
Recall@5_scene, 0.8983160621761658 
Recall@5_vehicles, 0.9397905759162304 
Recall@10_all, 0.9450739805124504 
Recall@10_animals, 0.9708939708939709 
Recall@10_bodyparts, 0.8852140077821011 
Recall@10_clothing, 0.9622222222222222 
Recall@10_instruments, 0.9662162162162162 
Recall@10_other, 0.8940049443757726 
Recall@10_people, 0.9780383398473851 
Recall@10_scene, 0.9196891191709845 
Recall@10_vehicles, 0.9502617801047121 
Upper_bound_all, 0.9564778058462649 
Upper_bound_animals, 0.9771309771309772 
Upper_bound_bodyparts, 0.9280155642023347 
Upper_bound_clothing, 0.9657777777777777 
Upper_bound_instruments, 0.972972972972973 
Upper_bound_other, 0.9165636588380717 
Upper_bound_people, 0.9851107388795831 
Upper_bound_scene, 0.930699481865285 
Upper_bound_vehicles, 0.9528795811518325 
