metric, avg
Recall@1_all,0.7680259833994948
Recall@1_animals,0.9064449064449065
Recall@1_bodyparts,0.6070038910505836
Recall@1_clothing,0.8195555555555556
Recall@1_instruments,0.7297297297297297
Recall@1_other,0.6226823238566132
Recall@1_people,0.8328680439233203
Recall@1_scene,0.7629533678756477
Recall@1_vehicles,0.8481675392670157
Recall@5_all,0.8991699747383616
Recall@5_animals,0.9542619542619543
Recall@5_bodyparts,0.77431906614786
Recall@5_clothing,0.9355555555555556
Recall@5_instruments,0.9054054054054054
Recall@5_other,0.8031520395550061
Recall@5_people,0.9499348594825981
Recall@5_scene,0.8801813471502591
Recall@5_vehicles,0.9345549738219895
Recall@10_all,0.9247203175748827
Recall@10_animals,0.9646569646569647
Recall@10_bodyparts,0.8151750972762646
Recall@10_clothing,0.9555555555555556
Recall@10_instruments,0.9391891891891891
Recall@10_other,0.8495055624227441
Recall@10_people,0.9661269309510515
Recall@10_scene,0.9060880829015544
Recall@10_vehicles,0.9554973821989529
Upper_bound_all,0.9814507398051245
Upper_bound_animals,0.9916839916839917
Upper_bound_bodyparts,0.9202334630350194
Upper_bound_clothing,0.992
Upper_bound_instruments,0.972972972972973
Upper_bound_other,0.957972805933251
Upper_bound_people,0.9960915689558906
Upper_bound_scene,0.977979274611399
Upper_bound_vehicles,0.9973821989528796
