metric, avg 
Recall@1_all, 0.834572356549982 
Recall@1_animals, 0.918918918918919 
Recall@1_bodyparts, 0.7178988326848249 
Recall@1_clothing, 0.8848888888888888 
Recall@1_instruments, 0.8108108108108109 
Recall@1_other, 0.7268232385661311 
Recall@1_people, 0.8836776474967429 
Recall@1_scene, 0.8154145077720207 
Recall@1_vehicles, 0.900523560209424 
Recall@5_all, 0.9510645976181884 
Recall@5_animals, 0.9646569646569647 
Recall@5_bodyparts, 0.8696498054474708 
Recall@5_clothing, 0.9737777777777777 
Recall@5_instruments, 0.9864864864864865 
Recall@5_other, 0.9032756489493201 
Recall@5_people, 0.9782244556113903 
Recall@5_scene, 0.9371761658031088 
Recall@5_vehicles, 0.9633507853403142 
Recall@10_all, 0.9673042223024179 
Recall@10_animals, 0.975051975051975 
Recall@10_bodyparts, 0.9085603112840467 
Recall@10_clothing, 0.9831111111111112 
Recall@10_instruments, 0.9932432432432432 
Recall@10_other, 0.9335599505562423 
Recall@10_people, 0.9873441280476456 
Recall@10_scene, 0.9553108808290155 
Recall@10_vehicles, 0.981675392670157 
Upper_bound_all, 0.977192349332371 
Upper_bound_animals, 0.9812889812889813 
Upper_bound_bodyparts, 0.9396887159533074 
Upper_bound_clothing, 0.9866666666666667 
Upper_bound_instruments, 0.9932432432432432 
Upper_bound_other, 0.9558096415327565 
Upper_bound_people, 0.9934859482598176 
Upper_bound_scene, 0.9598445595854922 
Upper_bound_vehicles, 0.981675392670157 
