metric, avg 
Recall@1_all, 0.8507398051245038 
Recall@1_animals, 0.9334719334719335 
Recall@1_bodyparts, 0.7587548638132295 
Recall@1_clothing, 0.9097777777777778 
Recall@1_instruments, 0.8716216216216216 
Recall@1_other, 0.7533992583436341 
Recall@1_people, 0.8911222780569514 
Recall@1_scene, 0.8147668393782384 
Recall@1_vehicles, 0.9109947643979057 
Recall@5_all, 0.9587152652472032 
Recall@5_animals, 0.972972972972973 
Recall@5_bodyparts, 0.8929961089494164 
Recall@5_clothing, 0.9853333333333333 
Recall@5_instruments, 0.972972972972973 
Recall@5_other, 0.9171817058096415 
Recall@5_people, 0.9800856132514424 
Recall@5_scene, 0.9436528497409327 
Recall@5_vehicles, 0.9712041884816754 
Recall@10_all, 0.9728617827499098 
Recall@10_animals, 0.9812889812889813 
Recall@10_bodyparts, 0.9299610894941635 
Recall@10_clothing, 0.9933333333333333 
Recall@10_instruments, 0.9932432432432432 
Recall@10_other, 0.9428306551297899 
Recall@10_people, 0.9875302438116509 
Recall@10_scene, 0.9598445595854922 
Recall@10_vehicles, 0.9842931937172775 
Upper_bound_all, 0.9823168531216168 
Upper_bound_animals, 0.9833679833679834 
Upper_bound_bodyparts, 0.9649805447470817 
Upper_bound_clothing, 0.9951111111111111 
Upper_bound_instruments, 0.9932432432432432 
Upper_bound_other, 0.9629171817058096 
Upper_bound_people, 0.9934859482598176 
Upper_bound_scene, 0.9682642487046632 
Upper_bound_vehicles, 0.9842931937172775 
