metric, avg 
Recall@1_all, 0.8193431974016601 
Recall@1_animals, 0.918918918918919 
Recall@1_bodyparts, 0.7042801556420234 
Recall@1_clothing, 0.8644444444444445 
Recall@1_instruments, 0.8783783783783784 
Recall@1_other, 0.703955500618047 
Recall@1_people, 0.8695328494323469 
Recall@1_scene, 0.802461139896373 
Recall@1_vehicles, 0.900523560209424 
Recall@5_all, 0.9370624323348972 
Recall@5_animals, 0.9708939708939709 
Recall@5_bodyparts, 0.867704280155642 
Recall@5_clothing, 0.964 
Recall@5_instruments, 0.9864864864864865 
Recall@5_other, 0.8720642768850433 
Recall@5_people, 0.972640982691234 
Recall@5_scene, 0.9151554404145078 
Recall@5_vehicles, 0.9450261780104712 
Recall@10_all, 0.9533020570191266 
Recall@10_animals, 0.972972972972973 
Recall@10_bodyparts, 0.9066147859922179 
Recall@10_clothing, 0.9728888888888889 
Recall@10_instruments, 0.9864864864864865 
Recall@10_other, 0.9035846724351051 
Recall@10_people, 0.9830634654755258 
Recall@10_scene, 0.9313471502590673 
Recall@10_vehicles, 0.9528795811518325 
Upper_bound_all, 0.9645615301335259 
Upper_bound_animals, 0.9792099792099792 
Upper_bound_bodyparts, 0.9377431906614786 
Upper_bound_clothing, 0.9782222222222222 
Upper_bound_instruments, 0.9932432432432432 
Upper_bound_other, 0.9264524103831892 
Upper_bound_people, 0.9895775172157082 
Upper_bound_scene, 0.9417098445595855 
Upper_bound_vehicles, 0.9554973821989529 
