metric, avg 
Recall@1_all, 0.839408155900397 
Recall@1_animals, 0.9313929313929314 
Recall@1_bodyparts, 0.7315175097276264 
Recall@1_clothing, 0.8911111111111111 
Recall@1_instruments, 0.8648648648648649 
Recall@1_other, 0.7435105067985167 
Recall@1_people, 0.8814442583286805 
Recall@1_scene, 0.8050518134715026 
Recall@1_vehicles, 0.900523560209424 
Recall@5_all, 0.9527246481414652 
Recall@5_animals, 0.9792099792099792 
Recall@5_bodyparts, 0.8871595330739299 
Recall@5_clothing, 0.9782222222222222 
Recall@5_instruments, 0.972972972972973 
Recall@5_other, 0.9063658838071693 
Recall@5_people, 0.9776661083193746 
Recall@5_scene, 0.9326424870466321 
Recall@5_vehicles, 0.9659685863874345 
Recall@10_all, 0.9704799711295561 
Recall@10_animals, 0.9833679833679834 
Recall@10_bodyparts, 0.9202334630350194 
Recall@10_clothing, 0.9862222222222222 
Recall@10_instruments, 0.9864864864864865 
Recall@10_other, 0.9419035846724351 
Recall@10_people, 0.9882747068676717 
Recall@10_scene, 0.9533678756476683 
Recall@10_vehicles, 0.981675392670157 
Upper_bound_all, 0.979501984843017 
Upper_bound_animals, 0.9833679833679834 
Upper_bound_bodyparts, 0.953307392996109 
Upper_bound_clothing, 0.988 
Upper_bound_instruments, 0.9864864864864865 
Upper_bound_other, 0.9588998763906057 
Upper_bound_people, 0.9942304113158384 
Upper_bound_scene, 0.9643782383419689 
Upper_bound_vehicles, 0.9842931937172775 
